,date,COST stock,isPartial
15,2014-03-16,28.05,False
16,2014-03-17,45.650000000000006,False
17,2014-03-18,50.050000000000004,False
18,2014-03-19,40.150000000000006,False
19,2014-03-20,44.550000000000004,False
20,2014-03-21,47.300000000000004,False
21,2014-03-22,45.1,False
22,2014-03-23,39.050000000000004,False
23,2014-03-24,39.050000000000004,False
24,2014-03-25,42.900000000000006,False
25,2014-03-26,47.85,False
26,2014-03-27,37.95,False
27,2014-03-28,55.00000000000001,False
28,2014-03-29,31.35,False
29,2014-03-30,41.25,False
30,2014-03-31,53.35,False
0,2014-04-01,48.95,False
1,2014-04-02,55.00000000000001,False
2,2014-04-03,51.7,False
3,2014-04-04,36.85,False
4,2014-04-05,49.50000000000001,False
5,2014-04-06,39.050000000000004,False
6,2014-04-07,36.300000000000004,False
7,2014-04-08,55.00000000000001,False
8,2014-04-09,50.050000000000004,False
9,2014-04-10,51.7,False
10,2014-04-11,48.400000000000006,False
11,2014-04-12,42.900000000000006,False
12,2014-04-13,34.650000000000006,False
13,2014-04-14,48.400000000000006,False
14,2014-04-15,52.25000000000001,False
15,2014-04-16,36.300000000000004,False
16,2014-04-17,34.650000000000006,False
17,2014-04-18,33.0,False
18,2014-04-19,30.800000000000004,False
19,2014-04-20,29.700000000000003,False
20,2014-04-21,37.95,False
21,2014-04-22,42.35,False
22,2014-04-23,43.45,False
23,2014-04-24,42.900000000000006,False
24,2014-04-25,46.2,False
25,2014-04-26,25.85,False
26,2014-04-27,37.95,False
27,2014-04-28,42.35,False
28,2014-04-29,46.2,False
29,2014-04-30,43.45,False
0,2014-05-01,28.400000000000002,False
1,2014-05-02,28.8,False
2,2014-05-03,16.0,False
3,2014-05-04,20.8,False
4,2014-05-05,32.4,False
5,2014-05-06,40.0,False
6,2014-05-07,27.6,False
7,2014-05-08,32.4,False
8,2014-05-09,35.6,False
9,2014-05-10,20.0,False
10,2014-05-11,17.2,False
11,2014-05-12,31.6,False
12,2014-05-13,28.8,False
13,2014-05-14,30.8,False
14,2014-05-15,32.800000000000004,False
15,2014-05-16,27.200000000000003,False
16,2014-05-17,12.0,False
17,2014-05-18,14.4,False
18,2014-05-19,32.4,False
19,2014-05-20,25.6,False
20,2014-05-21,27.6,False
